1779449187.413597 server started (28679): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779449187.413611 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1779449187.413615 using libevent 2.1.12-stable poll
1779449187.413617 using ncurses 6.4 20240113
1779449187.414697 yylex_token: $
1779449187.414699 yylex_token: end at WS
1779449187.414700 yylex_token: command-prompt
1779449187.414702 yylex_token: end at WS
1779449187.414703 yylex_token: -I#S
1779449187.414705 yylex_token: end at WS
1779449187.414707 yylex_token: rename-session
1779449187.414708 yylex_token: end at WS
1779449187.414710 yylex_token: --
1779449187.414711 yylex_token: end at WS
1779449187.414713 yylex_token: %%
1779449187.414724 cmd_parse_build_commands 0:0: bind
1779449187.414725 cmd_parse_build_commands 0:1: -N
1779449187.414727 cmd_parse_build_commands 0:2: Rename current session
1779449187.414729 cmd_parse_build_commands 0:3: $
1779449187.414731 cmd_parse_build_commands 0:4 0:0: command-prompt
1779449187.414732 cmd_parse_build_commands 0:4 0:1: -I#S
1779449187.414734 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1779449187.414736 cmd_parse_build_commands 0:4 0:2 0:1: --
1779449187.414738 cmd_parse_build_commands 0:4 0:2 0:2: %%
1779449187.414740 cmd_parse_build_commands 0:0: command-prompt
1779449187.414741 cmd_parse_build_commands 0:1: -I#S
1779449187.414743 cmd_parse_build_commands 0:2 0:0: rename-session
1779449187.414745 cmd_parse_build_commands 0:2 0:1: --
1779449187.414746 cmd_parse_build_commands 0:2 0:2: %%
1779449187.414748 cmd_parse_build_commands 0:0: rename-session
1779449187.414750 cmd_parse_build_commands 0:1: --
1779449187.414751 cmd_parse_build_commands 0:2: %%
1779449187.414754 args_parse_flags: next --
1779449187.414755 args_parse: flags end at 2 of 3
1779449187.414757 args_parse: 2 = %% (type STRING)
1779449187.414759 cmd_parse_build_commands: rename-session "%%"
1779449187.414761 args_parse_flags: next -I#S
1779449187.414763 args_parse_flag_argument: -I = #S
1779449187.414764 args_parse: flags end at 2 of 3
1779449187.414767 args_parse: 2 = rename-session "%%" (type COMMANDS)
1779449187.414770 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1779449187.414772 args_parse_flags: next -N
1779449187.414773 args_parse_flag_argument: -N = Rename current session
1779449187.414775 args_parse_flags: next $
1779449187.414777 args_parse: flags end at 3 of 5
1779449187.414778 args_parse: 3 = $ (type STRING)
1779449187.414781 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1779449187.414785 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1779449187.414791 cmdq_get_command: [bind-key/0x5a4820d20050] group 58
1779449187.414793 cmdq_append <global>: [bind-key/0x5a4820d20050]
1779449187.414795 yylex_token: end at WS
1779449187.414797 yylex_token: bind
1779449187.414798 yylex_token: end at WS
1779449187.414800 yylex_token: -N
1779449187.414802 yylex_token: end at WS
1779449187.414803 yylex_token: Split window horizontally
1779449187.414805 yylex_get_word: %
1779449187.414807 yylex_token: end at WS
1779449187.414808 yylex_token: split-window
1779449187.414810 yylex_token: end at WS
1779449187.414811 yylex_token: -h
1779449187.414813 cmd_parse_build_commands 0:0: bind
1779449187.414815 cmd_parse_build_commands 0:1: -N
1779449187.414817 cmd_parse_build_commands 0:2: Split window horizontally
1779449187.414818 cmd_parse_build_commands 0:3: %
1779449187.414820 cmd_parse_build_commands 0:4 0:0: split-window
1779449187.414822 cmd_parse_build_commands 0:4 0:1: -h
1779449187.414824 cmd_parse_build_commands 0:0: split-window
1779449187.414825 cmd_parse_build_commands 0:1: -h
1779449187.414828 args_parse_flags: next -h
1779449187.414829 args_parse_flags: -h
1779449187.414831 args_parse: flags end at 2 of 2
1779449187.414833 cmd_parse_build_commands: split-window -h
1779449187.414835 args_parse_flags: next -N
1779449187.414837 args_parse_flag_argument: -N = Split window horizontally
1779449187.414838 args_parse_flags: next %
1779449187.414840 args_parse: flags end at 3 of 5
1779449187.414841 args_parse: 3 = % (type STRING)
1779449187.414844 args_parse: 4 = split-window -h (type COMMANDS)
1779449187.414847 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1779449187.414849 cmdq_get_command: [bind-key/0x5a4820d25560] group 70
1779449187.414851 cmdq_append <global>: [bind-key/0x5a4820d25560]
1779449187.414855 yylex_token: end at WS
1779449187.414857 yylex_token: bind
1779449187.414858 yylex_token: end at WS
1779449187.414860 yylex_token: -N
1779449187.414862 yylex_token: end at WS
1779449187.414863 yylex_token: Kill current window
1779449187.414865 yylex_token: end at WS
1779449187.414866 yylex_token: &
1779449187.414868 yylex_token: end at WS
1779449187.414870 yylex_token: confirm-before
1779449187.414871 yylex_token: end at WS
1779449187.414873 yylex_token: -pkill-window #W? (y/n)
1779449187.414875 yylex_token: end at WS
1779449187.414876 yylex_token: kill-window
1779449187.414878 cmd_parse_build_commands 0:0: bind
1779449187.414880 cmd_parse_build_commands 0:1: -N
1779449187.414882 cmd_parse_build_commands 0:2: Kill current window
1779449187.414883 cmd_parse_build_commands 0:3: &
1779449187.414885 cmd_parse_build_commands 0:4 0:0: confirm-before
1779449187.414887 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1779449187.414889 cmd_parse_build_commands 0:4 0:2: kill-window
1779449187.414891 cmd_parse_build_commands 0:0: confirm-before
1779449187.414893 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1779449187.414894 cmd_parse_build_commands 0:2: kill-window
1779449187.414896 args_parse_flags: next -pkill-window #W? (y/n)
1779449187.414898 args_parse_flag_argument: -p = kill-window #W? (y/n)
1779449187.414900 args_parse_flags: next kill-window
1779449187.414902 args_parse: flags end at 2 of 3
1779449187.414903 args_parse: 2 = kill-window (type STRING)
1779449187.414906 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1779449187.414908 args_parse_flags: next -N
1779449187.414910 args_parse_flag_argument: -N = Kill current window
1779449187.414912 args_parse_flags: next &
1779449187.414913 args_parse: flags end at 3 of 5
1779449187.414915 args_parse: 3 = & (type STRING)
1779449187.414918 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1779449187.414922 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1779449187.414924 cmdq_get_command: [bind-key/0x5a4820d25b90] group 78
1779449187.414926 cmdq_append <global>: [bind-key/0x5a4820d25b90]
1779449187.414928 yylex_token: end at WS
1779449187.414933 yylex_token: bind
1779449187.414934 yylex_token: end at WS
1779449187.414936 yylex_token: -N
1779449187.414938 yylex_token: end at WS
1779449187.414939 yylex_token: Prompt for window index to select
1779449187.414941 yylex_token: end at WS
1779449187.414943 yylex_token: '
1779449187.414944 yylex_token: end at WS
1779449187.414946 yylex_token: command-prompt
1779449187.414948 yylex_token: end at WS
1779449187.414949 yylex_token: -T
1779449187.414951 yylex_token: end at WS
1779449187.414953 yylex_token: window-target
1779449187.414954 yylex_token: end at WS
1779449187.414956 yylex_token: -pindex
1779449187.414957 yylex_token: end at WS
1779449187.414959 yylex_token: select-window
1779449187.414961 yylex_token: end at WS
1779449187.414962 yylex_token: -t
1779449187.414964 yylex_token: end at WS
1779449187.414965 yylex_token: :%%
1779449187.414967 cmd_parse_build_commands 0:0: bind
1779449187.414969 cmd_parse_build_commands 0:1: -N
1779449187.414971 cmd_parse_build_commands 0:2: Prompt for window index to select
1779449187.414972 cmd_parse_build_commands 0:3: '
1779449187.414974 cmd_parse_build_commands 0:4 0:0: command-prompt
1779449187.414976 cmd_parse_build_commands 0:4 0:1: -T
1779449187.414978 cmd_parse_build_commands 0:4 0:2: window-target
1779449187.414979 cmd_parse_build_commands 0:4 0:3: -pindex
1779449187.414981 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1779449187.414983 cmd_parse_build_commands 0:4 0:4 0:1: -t
1779449187.414984 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1779449187.414986 cmd_parse_build_commands 0:0: command-prompt
1779449187.414988 cmd_parse_build_commands 0:1: -T
1779449187.414990 cmd_parse_build_commands 0:2: window-target
1779449187.414991 cmd_parse_build_commands 0:3: -pindex
1779449187.414993 cmd_parse_build_commands 0:4 0:0: select-window
1779449187.414995 cmd_parse_build_commands 0:4 0:1: -t
1779449187.414996 cmd_parse_build_commands 0:4 0:2: :%%
1779449187.414998 cmd_parse_build_commands 0:0: select-window
1779449187.415000 cmd_parse_build_commands 0:1: -t
1779449187.415002 cmd_parse_build_commands 0:2: :%%
1779449187.415004 args_parse_flags: next -t
1779449187.415006 args_parse_flag_argument: -t = :%%
1779449187.415007 args_parse: flags end at 3 of 3
1779449187.415010 cmd_parse_build_commands: select-window -t ":%%"
1779449187.415012 args_parse_flags: next -T
1779449187.415014 args_parse_flag_argument: -T = window-target
1779449187.415015 args_parse_flags: next -pindex
1779449187.415017 args_parse_flag_argument: -p = index
1779449187.415019 args_parse: flags end at 4 of 5
1779449187.415021 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1779449187.415025 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1779449187.415026 args_parse_flags: next -N
1779449187.415028 args_parse_flag_argument: -N = Prompt for window index to select
1779449187.415030 args_parse_flags: next '
1779449187.415031 args_parse: flags end at 3 of 5
1779449187.415033 args_parse: 3 = ' (type STRING)
1779449187.415036 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1779449187.415041 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1779449187.415044 cmdq_get_command: [bind-key/0x5a4820d26430] group 86
1779449187.415046 cmdq_append <global>: [bind-key/0x5a4820d26430]
1779449187.415050 yylex_token: end at WS
1779449187.415051 yylex_token: bind
1779449187.415053 yylex_token: end at WS
1779449187.415054 yylex_token: -N
1779449187.415056 yylex_token: end at WS
1779449187.415058 yylex_token: Switch to previous client
1779449187.415059 yylex_token: end at WS
1779449187.415061 yylex_token: (
1779449187.415063 yylex_token: end at WS
1779449187.415064 yylex_token: switch-client
1779449187.415066 yylex_token: end at WS
1779449187.415067 yylex_token: -p
1779449187.415069 cmd_parse_build_commands 0:0: bind
1779449187.415071 cmd_parse_build_commands 0:1: -N
1779449187.415073 cmd_parse_build_commands 0:2: Switch to previous client
1779449187.415078 cmd_parse_build_commands 0:3: (
1779449187.415079 cmd_parse_build_commands 0:4 0:0: switch-client
1779449187.415081 cmd_parse_build_commands 0:4 0:1: -p
1779449187.415083 cmd_parse_build_commands 0:0: switch-client
1779449187.415085 cmd_parse_build_commands 0:1: -p
1779449187.415087 args_parse_flags: next -p
1779449187.415089 args_parse_flags: -p
1779449187.415091 args_parse: flags end at 2 of 2
1779449187.415093 cmd_parse_build_commands: switch-client -p
1779449187.415094 args_parse_flags: next -N
1779449187.415096 args_parse_flag_argument: -N = Switch to previous client
1779449187.415098 args_parse_flags: next (
1779449187.415100 args_parse: flags end at 3 of 5
1779449187.415101 args_parse: 3 = ( (type STRING)
1779449187.415103 args_parse: 4 = switch-client -p (type COMMANDS)
1779449187.415106 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1779449187.415109 cmdq_get_command: [bind-key/0x5a4820d21420] group 98
1779449187.415111 cmdq_append <global>: [bind-key/0x5a4820d21420]
1779449187.415112 yylex_token: end at WS
1779449187.415114 yylex_token: bind
1779449187.415115 yylex_token: end at WS
1779449187.415117 yylex_token: -N
1779449187.415119 yylex_token: end at WS
1779449187.415120 yylex_token: Switch to next client
1779449187.415122 yylex_token: end at WS
1779449187.415123 yylex_token: )
1779449187.415125 yylex_token: end at WS
1779449187.415127 yylex_token: switch-client
1779449187.415128 yylex_token: end at WS
1779449187.415130 yylex_token: -n
1779449187.415132 cmd_parse_build_commands 0:0: bind
1779449187.415133 cmd_parse_build_commands 0:1: -N
1779449187.415135 cmd_parse_build_commands 0:2: Switch to next client
1779449187.415137 cmd_parse_build_commands 0:3: )
1779449187.415138 cmd_parse_build_commands 0:4 0:0: switch-client
1779449187.415140 cmd_parse_build_commands 0:4 0:1: -n
1779449187.415142 cmd_parse_build_commands 0:0: switch-client
1779449187.415144 cmd_parse_build_commands 0:1: -n
1779449187.415146 args_parse_flags: next -n
1779449187.415148 args_parse_flags: -n
1779449187.415149 args_parse: flags end at 2 of 2
1779449187.415151 cmd_parse_build_commands: switch-client -n
1779449187.415153 args_parse_flags: next -N
1779449187.415155 args_parse_flag_argument: -N = Switch to next client
1779449187.415156 args_parse_flags: next )
1779449187.415158 args_parse: flags end at 3 of 5
1779449187.415160 args_parse: 3 = ) (type STRING)
1779449187.415162 args_parse: 4 = switch-client -n (type COMMANDS)
1779449187.415165 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1779449187.415167 cmdq_get_command: [bind-key/0x5a4820d272a0] group 106
1779449187.415169 cmdq_append <global>: [bind-key/0x5a4820d272a0]
1779449187.415175 yylex_token: end at WS
1779449187.415176 yylex_token: bind
1779449187.415178 yylex_token: end at WS
1779449187.415179 yylex_token: -N
1779449187.415181 yylex_token: end at WS
1779449187.415183 yylex_token: Rename current window
1779449187.415184 yylex_token: end at WS
1779449187.415186 yylex_token: ,
1779449187.415187 yylex_token: end at WS
1779449187.415189 yylex_token: command-prompt
1779449187.415191 yylex_token: end at WS
1779449187.415192 yylex_token: -I#W
1779449187.415194 yylex_token: end at WS
1779449187.415195 yylex_token: rename-window
1779449187.415197 yylex_token: end at WS
1779449187.415199 yylex_token: --
1779449187.415200 yylex_token: end at WS
1779449187.415202 yylex_token: %%
1779449187.415204 cmd_parse_build_commands 0:0: bind
1779449187.415205 cmd_parse_build_commands 0:1: -N
1779449187.415207 cmd_parse_build_commands 0:2: Rename current window
1779449187.415209 cmd_parse_build_commands 0:3: ,
1779449187.415210 cmd_parse_build_commands 0:4 0:0: command-prompt
1779449187.415212 cmd_parse_build_commands 0:4 0:1: -I#W
1779449187.415214 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1779449187.415216 cmd_parse_build_commands 0:4 0:2 0:1: --
1779449187.415217 cmd_parse_build_commands 0:4 0:2 0:2: %%
1779449187.415219 cmd_parse_build_commands 0:0: command-prompt
1779449187.415224 cmd_parse_build_commands 0:1: -I#W
1779449187.415226 cmd_parse_build_commands 0:2 0:0: rename-window
1779449187.415227 cmd_parse_build_commands 0:2 0:1: --
1779449187.415229 cmd_parse_build_commands 0:2 0:2: %%
1779449187.415231 cmd_parse_build_commands 0:0: rename-window
1779449187.415233 cmd_parse_build_commands 0:1: --
1779449187.415234 cmd_parse_build_commands 0:2: %%
1779449187.415237 args_parse_flags: next --
1779449187.415238 args_parse: flags end at 2 of 3
1779449187.415240 args_parse: 2 = %% (type STRING)
1779449187.415242 cmd_parse_build_commands: rename-window "%%"
1779449187.415244 args_parse_flags: next -I#W
1779449187.415246 args_parse_flag_argument: -I = #W
1779449187.415247 args_parse: flags end at 2 of 3
1779449187.415250 args_parse: 2 = rename-window "%%" (type COMMANDS)
1779449187.415252 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1779449187.415254 args_parse_flags: next -N
1779449187.415256 args_parse_flag_argument: -N = Rename current window
1779449187.415257 args_parse_flags: next ,
1779449187.415259 args_parse: flags end at 3 of 5
1779449187.415261 args_parse: 3 = , (type STRING)
1779449187.415263 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1779449187.415267 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1779449187.415269 cmdq_get_command: [bind-key/0x5a4820d28230] group 114
1779449187.415271 cmdq_append <global>: [bind-key/0x5a4820d28230]
1779449187.415275 yylex_token: end at WS
1779449187.415277 yylex_token: bind
1779449187.415279 yylex_token: end at WS
1779449187.415280 yylex_token: -N
1779449187.415282 yylex_token: end at WS
1779449187.415284 yylex_token: Delete the most recent paste buffer
1779449187.415285 yylex_token: end at WS
1779449187.415287 yylex_token: -
1779449187.415289 yylex_token: end at WS
1779449187.415290 yylex_token: delete-buffer
1779449187.415292 cmd_parse_build_commands 0:0: bind
1779449187.415294 cmd_parse_build_commands 0:1: -N
1779449187.415296 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1779449187.415304 cmd_parse_build_commands 0:3: -
1779449187.415306 cmd_parse_build_commands 0:4 0:0: delete-buffer
1779449187.415308 cmd_parse_build_commands 0:0: delete-buffer
1779449187.415310 args_parse: flags end at 1 of 1
1779449187.415312 cmd_parse_build_commands: delete-buffer
1779449187.415313 args_parse_flags: next -N
1779449187.415315 args_parse_flag_argument: -N = Delete the most recent paste buffer
1779449187.415317 args_parse_flags: next -
1779449187.415318 args_parse: flags end at 3 of 5
1779449187.415320 args_parse: 3 = - (type STRING)
1779449187.415322 args_parse: 4 = delete-buffer (type COMMANDS)
1779449187.415325 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1779449187.415327 cmdq_get_command: [bind-key/0x5a4820d28980] group 126
1779449187.415329 cmdq_append <global>: [bind-key/0x5a4820d28980]
1779449187.415331 yylex_token: end at WS
1779449187.415333 yylex_token: bind
1779449187.415334 yylex_token: end at WS
1779449187.415336 yylex_token: -N
1779449187.415338 yylex_token: end at WS
1779449187.415339 yylex_token: Move the current window
1779449187.415341 yylex_token: end at WS
1779449187.415342 yylex_token: .
1779449187.415344 yylex_token: end at WS
1779449187.415345 yylex_token: command-prompt
1779449187.415347 yylex_token: end at WS
1779449187.415349 yylex_token: -T
1779449187.415350 yylex_token: end at WS
1779449187.415352 yylex_token: target
1779449187.415353 yylex_token: end at WS
1779449187.415355 yylex_token: move-window
1779449187.415357 yylex_token: end at WS
1779449187.415358 yylex_token: -t
1779449187.415360 yylex_token: end at WS
1779449187.415361 yylex_token: %%
1779449187.415363 cmd_parse_build_commands 0:0: bind
1779449187.415365 cmd_parse_build_commands 0:1: -N
1779449187.415367 cmd_parse_build_commands 0:2: Move the current window
1779449187.415368 cmd_parse_build_commands 0:3: .
1779449187.415370 cmd_parse_build_commands 0:4 0:0: command-prompt
1779449187.415379 cmd_parse_build_commands 0:4 0:1: -T
1779449187.415380 cmd_parse_build_commands 0:4 0:2: target
1779449187.415382 cmd_parse_build_commands 0:4 0:3 0:0: move-window
